ownerUsername,postUrl,timestamp,likesCount,id,text,Sentimento,Pontuacao
ylnahthemoteoelael,https://www.instagram.com/p/CoVJQsyLhMg/,2023-02-06T18:45:42.000Z,0,17986620076853011,Técnicas artesanais ❤️,positive,"0,966527"
projeto_arte_em_casa,https://www.instagram.com/p/CoVJQsyLhMg/,2023-02-06T18:59:00.000Z,0,18016111888513089,Design😍,positive,"0,902894"
beatriz_crespo_s,https://www.instagram.com/p/CoVJQsyLhMg/,2023-02-06T19:30:06.000Z,0,17968442705142510,Artesanato,neutral,0
teresajulio9,https://www.instagram.com/p/CoVJQsyLhMg/,2023-02-06T22:51:28.000Z,0,17954147777395663,Artesanato,neutral,0
crabsebrae,https://www.instagram.com/p/CoSUXD1Mnm6/,2023-02-07T14:16:25.000Z,0,17964705101210493,@launat_ 🤩💛,positive,"0,831754"
crabsebrae,https://www.instagram.com/p/CoSUXD1Mnm6/,2023-02-07T14:16:40.000Z,0,17971378082121505,@bemonnerat o carnaval é artesanal🤩💛,positive,"0,926342"
crabsebrae,https://www.instagram.com/p/CoSUXD1Mnm6/,2023-02-07T14:16:58.000Z,0,18126257686293650,"@mtgalvao foi incrível, né ?🤩",positive,"0,968624"
crabsebrae,https://www.instagram.com/p/CoSUXD1Mnm6/,2023-02-07T14:17:06.000Z,1,17900695502738514,@babi_correa24 arrasou🤩💛,positive,"0,968371"
crabsebrae,https://www.instagram.com/p/CoSUXD1Mnm6/,2023-02-07T14:17:21.000Z,1,17973748289043083,"@franeynogueira foi linda demais, né ?🤩💛",positive,"0,979025"
saber_envelhecer2,https://www.instagram.com/p/CoXs-oyuF21/,2023-02-07T18:40:11.000Z,1,17978496508977006,❤️😍 Amo essa casa,positive,"0,998433"
lucienegoveiamentora,https://www.instagram.com/p/CoXs-oyuF21/,2023-02-07T19:33:14.000Z,2,18331039099071631,😍👏❤️Minha Paraíba é linda e de um artesanato ímpar. Parabéns Crab por fomentar e valorizar o artesanato.,positive,"0,980468"
lucilia_ramos.br,https://www.instagram.com/p/CoXs-oyuF21/,2023-02-07T20:20:52.000Z,1,17934857723608808,😍❤️,positive,"0,993849"
marielzarodriguezjp,https://www.instagram.com/p/CoXs-oyuF21/,2023-02-07T20:31:06.000Z,1,17932956854626405,😍😍,positive,"0,977228"
opazo.flor,https://www.instagram.com/p/CoXs-oyuF21/,2023-02-07T20:51:44.000Z,1,17969949395131717,"Que exposição maravilhosa, parabéns à todos. 👏👏👏👏",positive,"0,978523"
lena.trindade1,https://www.instagram.com/p/CoXs-oyuF21/,2023-02-07T20:51:48.000Z,3,17978227420858410,Viva a Paraíba! Viva o Crab !,positive,"0,702845"
preta_cris,https://www.instagram.com/p/CoXs-oyuF21/,2023-02-07T22:06:38.000Z,2,17958168221189448,"Essa exposição está linda, amei!!",positive,"0,995317"
amador.c.perez,https://www.instagram.com/p/CoXs-oyuF21/,2023-02-07T23:51:24.000Z,1,17868935969847561,@laauuraak,neutral,0
etfelische,https://www.instagram.com/p/CoXs-oyuF21/,2023-02-08T00:41:30.000Z,1,17983432699750726,A exposição e expetacular 👏👏👏👏👏,positive,"0,923217"
gambiarralivros,https://www.instagram.com/p/CoFnTPBoa4-/,2023-02-09T11:25:37.000Z,0,17981505079803574,@tsaantunes @gabriielssousa @crisimoess,positive,"0,543455"
gau_cabral,https://www.instagram.com/p/CoXs-oyuF21/,2023-02-09T11:41:51.000Z,2,17977321576970775,@aline.dasilvaalves @quedesenholegal @tiasi_ ❤️,positive,"0,980494"
gomeslimaricardo,https://www.instagram.com/p/CoXs-oyuF21/,2023-02-09T14:25:00.000Z,1,17951974964312878,Até quando?,neutral,0
olamuseu,https://www.instagram.com/p/CoXs-oyuF21/,2023-02-09T14:49:39.000Z,1,17889821750713123,Demaiss!! 😍😍😍,positive,"0,923471"
crabsebrae,https://www.instagram.com/p/CoXs-oyuF21/,2023-02-09T18:11:36.000Z,1,18070670662350337,@olamuseu 😍😍,positive,"0,989539"
crabsebrae,https://www.instagram.com/p/CoXs-oyuF21/,2023-02-09T18:11:50.000Z,1,17952565523291589,"@opazo.flor exposição linda, né ?",positive,"0,915469"
crabsebrae,https://www.instagram.com/p/CoXs-oyuF21/,2023-02-09T18:11:59.000Z,1,18346082350053834,@saber_envelhecer2 🤩💛✨,positive,"0,929539"
crabsebrae,https://www.instagram.com/p/CoXs-oyuF21/,2023-02-09T18:12:16.000Z,1,18331889377066111,@lena.trindade1 VIVA🥳😍💛✨,positive,"0,951828"
crabsebrae,https://www.instagram.com/p/CoXs-oyuF21/,2023-02-09T18:12:26.000Z,0,17978509528977739,@etfelische é linda demais🤩💛✨,positive,"0,993636"
crabsebrae,https://www.instagram.com/p/CoXs-oyuF21/,2023-02-09T18:15:15.000Z,1,17942571002544332,@suellentrindade.arq 🤩💛✨,positive,"0,908154"
crabsebrae,https://www.instagram.com/p/CoXs-oyuF21/,2023-02-09T18:15:36.000Z,1,17965193819240042,@preta_cris exposição incrível né 🤩💛,positive,"0,981701"
opazo.flor,https://www.instagram.com/p/CoXs-oyuF21/,2023-02-09T19:39:33.000Z,0,17846933972930668,@crabsebrae muito. Recomendo para todos. Faz um bem na gente.😍,positive,"0,870462"
adrilima,https://www.instagram.com/p/CodDPrBSLSC/,2023-02-09T20:02:44.000Z,2,17974937333016346,Quanto tempo leva a visita guiada?,neutral,0
caiosanttos01,https://www.instagram.com/p/CodDPrBSLSC/,2023-02-09T20:07:49.000Z,2,18344880808043818,Que post lindo😍😍,positive,"0,996558"
crabsebrae,https://www.instagram.com/p/CodDPrBSLSC/,2023-02-10T14:59:38.000Z,2,18042355579411157,@adrilima leva aproximadamente 40 minutos😅🤩,neutral,0
crabsebrae,https://www.instagram.com/p/CodDPrBSLSC/,2023-02-10T15:00:12.000Z,0,18036384646436339,@caiosanttos01 😍🤩💛,positive,"0,987026"
adrilima,https://www.instagram.com/p/CodDPrBSLSC/,2023-02-10T15:01:47.000Z,0,18165670534278631,@crabsebrae obrigada! Dá pra encaixar num intervalinho de almoço 😊,positive,"0,831053"
proestudos1,https://www.instagram.com/p/CodDPrBSLSC/,2023-02-10T19:02:34.000Z,1,17990651908782942,"Olá, peesoal!!! Qual o número máximo de pessoas em grupo para visitas guiadas?",positive,"0,870882"
proestudos1,https://www.instagram.com/p/CoXs-oyuF21/,2023-02-10T19:03:05.000Z,0,17973718199030490,Belíssima exposição!!!! Recomendo!!!,positive,"0,985336"
proestudos1,https://www.instagram.com/p/CoPXjNGNrJN/,2023-02-10T19:04:05.000Z,0,17982608404905542,Como será o horário de funcionamento  durante o Carnaval e na semana posterior?,neutral,0
maristela.pessoa,https://www.instagram.com/p/CodDPrBSLSC/,2023-02-11T00:23:39.000Z,1,17976537520989250,"Desde 2017, um grande desafio e um grande presente propor e realizar as oficinas de arte educação no CRAB, para crianças, jovens e adultos que visitam as exposições. Somos educadoras e integramos a @flechadesignarteeducacao , @mia_camilainfante e eu @maristela.pessoa",positive,"0,820055"
carlamonnerat,https://www.instagram.com/p/ConbZK7LXaB/,2023-02-13T21:47:46.000Z,2,17858844758861280,"Amei esse link!! Poderoso! Só podia vir de vcs @crabsebrae !! Aliás, tenho a rainha dos foliões e artesãos bem a meu alcance ❤️!! O mais animado ateliês e aqui nesmooooo, né @bemonnerat",positive,"0,854801"
douglastvrs,https://www.instagram.com/p/ConbZK7LXaB/,2023-02-14T14:54:01.000Z,1,17998028080650313,"Fantasia maravilhosa da Elke <3 acho que ela tava no Boitatá domingo passado de Gal, e tbm estava maravilhosa.",positive,"0,992938"
crabsebrae,https://www.instagram.com/p/ConbZK7LXaB/,2023-02-14T16:50:09.000Z,1,18004429558588472,@douglastvrs que incrível !!!🤩💛✨,positive,"0,990079"
crabsebrae,https://www.instagram.com/p/ConbZK7LXaB/,2023-02-14T16:50:28.000Z,1,17977047436890752,@carlamonnerat esse ateliê é animadíssimo com certezaa🤩🥳💛,positive,"0,889051"
carlamonnerat,https://www.instagram.com/p/CovIHVsJkWE/,2023-02-16T21:39:02.000Z,0,17926587899647468,Que máximo! Que riqueza! 🙌,positive,"0,877138"
michelly_psicologa,https://www.instagram.com/p/CpAgeo0tAGI/,2023-02-24T09:46:27.000Z,0,18074990278344095,@sereiasdaguanabara olha...,positive,"0,330305"
sereiasdaguanabara,https://www.instagram.com/p/CpAgeo0tAGI/,2023-02-24T15:54:44.000Z,2,17848203188918818,🧜🏼‍♀️🧜🏼‍♀️🧜🏼‍♀️🧜🏼‍♀️🧜🏼‍♀️🧜🏼‍♀️🧜🏼‍♀️ Traduziram lindamente a essencia do carnaval!! Parabens!,positive,"0,74798"
claudia_decor68,https://www.instagram.com/p/Cn7ZQE4M_5_/,2023-02-24T16:13:46.000Z,0,17980726990841360,Precisa de ingresso ?,neutral,0
achadinhoscariocas,https://www.instagram.com/p/CpBeprugfLQ/,2023-02-25T02:31:02.000Z,0,17962092131151999,@juliaaorios Aproveita que as exposições vão até março 😍,positive,"0,743007"
p.h.amorim,https://www.instagram.com/p/CpBeprugfLQ/,2023-02-25T04:30:54.000Z,1,18008053507573937,❤️🙌,positive,"0,979143"
geizanatureba,https://www.instagram.com/p/CpBeprugfLQ/,2023-02-25T09:26:20.000Z,1,18008345632521127,está na minha lista de visitas 😉,neutral,0
andaluzdeluanda,https://www.instagram.com/p/CpBeprugfLQ/,2023-02-25T10:42:18.000Z,1,17962996052353515,Já foi nesse @thalitaht ?,neutral,0
daianeaquinoficial,https://www.instagram.com/p/CpBeprugfLQ/,2023-02-25T12:07:53.000Z,2,17958041726215425,@viviansousa777 @claudinhaduques,neutral,0
viviansousa777,https://www.instagram.com/p/CpBeprugfLQ/,2023-02-25T12:34:38.000Z,2,18345821464044450,@daianeaquinoficial 😍 amei a dica. Já quero ir!!!!,positive,"0,704708"
sibeledm,https://www.instagram.com/p/CpBeprugfLQ/,2023-02-25T13:06:07.000Z,3,17990841061808836,@gdaniee @hiasminperes @laylareislima @lariviana____ @ricardo.withers @guilher.mex 🌟Museu Secreto !!!🌟,positive,"0,908005"
achadinhoscariocas,https://www.instagram.com/p/CpBeprugfLQ/,2023-02-25T14:10:00.000Z,0,17976067442024673,@mariedobrasil siiiim ❤️ ahhh esse terraço é um charme,positive,"0,983122"
achadinhoscariocas,https://www.instagram.com/p/CpBeprugfLQ/,2023-02-25T14:10:05.000Z,1,17999063410632196,@patriciasatyro siiim 😍😍😍,positive,"0,99812"
achadinhoscariocas,https://www.instagram.com/p/CpBeprugfLQ/,2023-02-25T14:10:10.000Z,1,18270992782185406,@canaldobianco demais ❤️,positive,"0,987086"
achadinhoscariocas,https://www.instagram.com/p/CpBeprugfLQ/,2023-02-25T14:10:14.000Z,0,17966333876245018,@erika_reis_ 😍😍😍😍❤️,positive,"0,99969"
achadinhoscariocas,https://www.instagram.com/p/CpBeprugfLQ/,2023-02-25T14:10:18.000Z,0,17982896782825703,😍😍😍😍,positive,"0,998567"
achadinhoscariocas,https://www.instagram.com/p/CpBeprugfLQ/,2023-02-25T14:10:23.000Z,0,17991597577747580,@geizanatureba você vai amar ❤️,positive,"0,986592"
achadinhoscariocas,https://www.instagram.com/p/CpBeprugfLQ/,2023-02-25T14:10:26.000Z,0,18234310576093888,@andaluzdeluanda 😍😍😍😍,positive,"0,998927"
achadinhoscariocas,https://www.instagram.com/p/CpBeprugfLQ/,2023-02-25T14:10:29.000Z,1,17989246876852027,@daianeaquinoficial 😍😍😍❤️,positive,"0,999478"
achadinhoscariocas,https://www.instagram.com/p/CpBeprugfLQ/,2023-02-25T14:10:34.000Z,0,18049977853398869,@sibeledm 😍😍😍😍😍,positive,"0,999626"
hiasminperes,https://www.instagram.com/p/CpBeprugfLQ/,2023-02-25T14:13:06.000Z,0,17967602030227086,@sibeledm Vamos lá conhecer? HAHAHAHAHAHAHAHAHA,neutral,0
achadinhoscariocas,https://www.instagram.com/p/CpBeprugfLQ/,2023-02-25T15:01:52.000Z,0,17962541822154302,@hiasminperes muita gente não sabia que ele existia 🙃,negative,"-0,702051"
sibeledm,https://www.instagram.com/p/CpBeprugfLQ/,2023-02-25T15:10:49.000Z,1,17972289092115286,@sibeledm raramente tinha gente que entrava la,negative,"-0,834824"
hiasminperes,https://www.instagram.com/p/CpBeprugfLQ/,2023-02-25T15:50:36.000Z,1,18346020268062878,"@achadinhoscariocas Era uma ironia, como a Sibele disse, todos nós trabalhamos lá por um longo período…",negative,"-0,614436"
_closet__mariah,https://www.instagram.com/p/CpBeprugfLQ/,2023-02-25T16:32:07.000Z,1,17882786873803698,Amo seus acabadinhos !!!!,positive,"0,989481"
tatyramosoficial,https://www.instagram.com/p/CpBeprugfLQ/,2023-02-25T17:19:55.000Z,1,17956457486257435,@ramos_gabriele e @leolugonn vamos?,neutral,0
kadinabastos,https://www.instagram.com/p/CpF1XXdurdg/,2023-02-25T17:30:20.000Z,0,17991429565801650,😂😂😂😂😂,neutral,0
carlamonnerat,https://www.instagram.com/p/CpF1XXdurdg/,2023-02-25T17:33:37.000Z,0,17991245173823650,😮😂😂 ateliê aqui ainda a mil!! 🔥🙌,positive,"0,86664"
lunasbylunam,https://www.instagram.com/p/CpBeprugfLQ/,2023-02-25T17:41:41.000Z,0,17955632486404773,@rhenamendonca,neutral,0
achadinhoscariocas,https://www.instagram.com/p/CpBeprugfLQ/,2023-02-25T17:41:50.000Z,1,"1,80346E+16",@lunasbylunam 😍😍❤️,positive,"0,998434"
pati.urquizamendes,https://www.instagram.com/p/CpF1XXdurdg/,2023-02-25T20:43:14.000Z,0,17978994670877558,😂😂😂😂😂😂😂😂,neutral,0
leila.monnerat,https://www.instagram.com/p/CosZl-muoFM/,2023-02-26T16:36:16.000Z,0,18008163709523069,"Confiei na informação de vocês e dei de cara na porta ontem, que coisa feia, @crabsebrae 😢",negative,"-0,975234"
launat_,https://www.instagram.com/p/CpKsrUOO42_/,2023-02-27T14:07:27.000Z,1,17846699306931511,😍😍😍,positive,"0,996442"
beatriz_crespo_s,https://www.instagram.com/p/CpKsrUOO42_/,2023-02-27T14:29:03.000Z,2,17971865837153638,"Que legal! A gente leva para casa, o trabalho realizado na oficina?Qual o valor do investimento?",positive,"0,965085"
camomilla.tarot,https://www.instagram.com/p/CpKsrUOO42_/,2023-02-27T14:38:38.000Z,0,17979414628994882,@marciacristinamunizdacosta,neutral,0
caiosanttos01,https://www.instagram.com/p/CpKsrUOO42_/,2023-02-27T14:53:28.000Z,1,17986011397757852,😍😍,positive,"0,977228"
anawuu,https://www.instagram.com/p/CpKsrUOO42_/,2023-02-27T14:57:36.000Z,1,17925337022658154,Onde compro ingresso?,neutral,0
theka_galvao,https://www.instagram.com/p/CpKsrUOO42_/,2023-02-27T15:22:18.000Z,0,17891703290706468,Eu quero !!!!,positive,"0,416724"
valeriabrazzz,https://www.instagram.com/p/CpKsrUOO42_/,2023-02-27T16:51:32.000Z,0,17921937149673943,@andressalinharees,neutral,0
crabsebrae,https://www.instagram.com/p/CpKsrUOO42_/,2023-02-27T17:09:43.000Z,0,17844953195947486,@mtgalvao vem! Estamos te esperando 🥰,positive,"0,766892"
crabsebrae,https://www.instagram.com/p/CpKsrUOO42_/,2023-02-27T17:19:55.000Z,1,18006429211604657,@anawuu você pode fazer sua inscrição gratuita pelo link na nossa bio! 🤩,neutral,0
crabsebrae,https://www.instagram.com/p/CpKsrUOO42_/,2023-02-27T17:21:13.000Z,1,17993829100630856,"Oi @beatriz_crespo_s! Sim, o que você produzir nas oficinas fica para você! A inscrição é gratuita e pode ser feita pelo link na nossa bio! 🤩",positive,"0,677389"
anawuu,https://www.instagram.com/p/CpKsrUOO42_/,2023-02-27T18:13:06.000Z,1,17968446734229381,@crabsebrae quanto tempo dura cada oficina? Queria ver as duas,negative,"-0,842228"
cecykremer,https://www.instagram.com/p/CpKsrUOO42_/,2023-02-27T18:17:30.000Z,0,18072830851351139,Maravilhoso!!!!👏👏👏,positive,"0,995745"
marciamonje,https://www.instagram.com/p/CpKsrUOO42_/,2023-02-27T19:09:19.000Z,2,18037219237404774,Me inscrevi.,negative,"-0,347268"
luluvoltou,https://www.instagram.com/p/CpKsrUOO42_/,2023-02-27T19:28:25.000Z,1,17911353134684936,@liziane____,neutral,0
crabsebrae,https://www.instagram.com/p/CpKsrUOO42_/,2023-02-27T20:01:24.000Z,1,18318792976073708,@marciamonje até sábado 🙌,positive,"0,868323"
crabsebrae,https://www.instagram.com/p/CpKsrUOO42_/,2023-02-27T20:02:37.000Z,2,17967323546482819,"@anawuu as oficinas acontecerão uma após a outra! A ideia é que todos que puderem participem das duas, para terem a experiência completa da Trama Canoê! 🤩",positive,"0,960244"
danielle_daniel2010,https://www.instagram.com/p/CpKsrUOO42_/,2023-02-27T21:45:58.000Z,0,"1,8027E+16",@daianedandy,neutral,0
danielle_daniel2010,https://www.instagram.com/p/CpKsrUOO42_/,2023-02-27T21:46:24.000Z,0,18074383504317116,@recantodapintura2021,neutral,0
andrea_a_brito,https://www.instagram.com/p/CpKsrUOO42_/,2023-02-27T22:29:55.000Z,0,18213775657168385,Inscrição já garantida! 😍,positive,"0,931476"
aldenizecavalcante50,https://www.instagram.com/p/CpKsrUOO42_/,2023-02-28T03:25:50.000Z,0,18026494747441959,Onde posso me inscrever? 🙌,neutral,0
crabsebrae,https://www.instagram.com/p/CpKsrUOO42_/,2023-02-28T13:22:54.000Z,0,18007687183575559,@andrea_a_brito uhuu! Até sábado 🤩,positive,"0,78812"
raiz.campos,https://www.instagram.com/p/CpKsrUOO42_/,2023-02-28T13:24:10.000Z,2,17881488896768166,❤️🙌 uma honra poder estar junto ao grande @marcos_bare_novo_airao nessa jornada! Tamo junto 👊,positive,"0,95936"
crabsebrae,https://www.instagram.com/p/CpKsrUOO42_/,2023-02-28T13:25:24.000Z,0,17945769761578836,@aldenizecavalcante50 você pode se inscrever pelo link na nossa bio 💛,neutral,0
ma.rcia3966,https://www.instagram.com/p/CpKsrUOO42_/,2023-02-28T14:04:01.000Z,0,17892053198719459,Tem algum custo?,neutral,0
ritinha.neves56,https://www.instagram.com/p/CpNc8ybAPMP/,2023-02-28T17:18:07.000Z,0,17966843006334161,"Linda exposição,  estive aí trs vezes.Aguardo a próxima",positive,"0,958794"
inesdrummond_,https://www.instagram.com/p/CpNc8ybAPMP/,2023-02-28T18:00:49.000Z,0,17962356566350795,Maravilhosos!!!😍,positive,"0,99915"
mariana.recfer,https://www.instagram.com/p/CpNc8ybAPMP/,2023-02-28T18:55:35.000Z,0,17882993912809535,"oi pessoal, a aldeia que fez a exposição sofreu a uma destruição por conta das chuvas, recomendo quem possa entre em contato com eles.",positive,"0,800189"
luizcarlos.menezes,https://www.instagram.com/p/CoXs-oyuF21/,2023-02-28T20:16:31.000Z,0,17879187335776912,Tudo que vcs fazem é de um bom gosto e de uma elegância só 👏👏👏👏❤️❤️❤️❤️😘😘😘😘,positive,"0,999884"
jucavillagran,https://www.instagram.com/p/CpAgeo0tAGI/,2023-03-01T04:36:43.000Z,0,17966252189086707,👏👏👏👏👏,positive,"0,97518"
raiz.campos,https://www.instagram.com/p/CpQEkD0MXM7/,2023-03-01T15:42:06.000Z,0,17993459377741780,😍❤️🙌,positive,"0,993199"
sandralopes.oficial,https://www.instagram.com/p/CpQEkD0MXM7/,2023-03-01T15:44:07.000Z,0,17864572889841455,"@crabsebrae sou artesã cadastro PROGRAMA DE ARTESANATO BRASILEIRO, artista plástica e microempresária individual do turismo. Gostaria de informações programação oficinas que estão programadas para esse ano. Participo das iniciativas do SEBRAE, não quero perder uma oportunidade ligado as artes também.",negative,"-0,460429"
crabsebrae,https://www.instagram.com/p/CpQEkD0MXM7/,2023-03-01T15:51:45.000Z,0,18001628698618183,oi @sandralopes.oficial que bacana! Fique ligada aqui no nosso perfil que logo logo lançaremos uma novidade para o Dia do Artesão! 🤩,positive,"0,855424"
adrika_apm,https://www.instagram.com/p/CpQEkD0MXM7/,2023-03-01T16:58:40.000Z,0,18198633739221449,Já me inscrevi e já ansiosa aguardando a sexta-feira.,positive,"0,926701"
otaviano.favatto,https://www.instagram.com/p/CpQEkD0MXM7/,2023-03-01T17:15:13.000Z,0,17974612214109339,É de graça essa oficina?,neutral,0
crabsebrae,https://www.instagram.com/p/CpQEkD0MXM7/,2023-03-01T18:35:10.000Z,0,18429858049042353,@adrika_apm uhuuu! Até lá 🤩,positive,"0,771344"
crabsebrae,https://www.instagram.com/p/CpQEkD0MXM7/,2023-03-01T18:35:58.000Z,1,17983123144824387,@otaviano.favatto a oficina é gratuita sim! o link de inscrição está na nossa bio e nos nossos stories! Estamos te esperando 😊,positive,"0,886634"
palhocadobrasil,https://www.instagram.com/p/CpQEkD0MXM7/,2023-03-01T18:53:28.000Z,0,17863839830890375,Já me inscrevi,negative,"-0,327197"
atelierlennyspalato,https://www.instagram.com/p/CpQEkD0MXM7/,2023-03-01T20:17:47.000Z,0,18220752442205005,"Fiz a inscrição, estarei com vocês dia 03/03.",positive,"0,831978"
sbombita,https://www.instagram.com/p/CpQEkD0MXM7/,2023-03-01T21:19:07.000Z,0,18013987102491672,Inscrita 🥳🥳🥳😍,positive,"0,883962"
gloriacorreiaoficial,https://www.instagram.com/p/CpQ0tpKvwwo/,2023-03-01T23:12:29.000Z,0,17946586910587760,Magnífica!❤️❤️❤️,positive,"0,998609"
popola64,https://www.instagram.com/p/CpQEkD0MXM7/,2023-03-01T23:12:29.000Z,0,18207956143213829,Já acabou???,negative,"-0,687588"
renata.monteiro.22,https://www.instagram.com/p/CpQ0tpKvwwo/,2023-03-02T00:28:18.000Z,0,18089687428318356,Ainda está rolando essa exposicão?,negative,"-0,528652"
brunasilva1122,https://www.instagram.com/p/CpQ0tpKvwwo/,2023-03-02T00:32:44.000Z,0,18338752429064286,Eu amei😍,positive,"0,997297"
maluvkfoto,https://www.instagram.com/p/CpQEkD0MXM7/,2023-03-02T01:30:13.000Z,0,17929405670640719,Acabou!,negative,"-0,691638"
marlenenogueira.turismo.rio,https://www.instagram.com/p/CpQ0tpKvwwo/,2023-03-02T01:56:47.000Z,1,18170793136263969,"@renata.monteiro.22 até sábado, 4/03. É linda.",positive,"0,985609"
marlenenogueira.turismo.rio,https://www.instagram.com/p/CpQ0tpKvwwo/,2023-03-02T01:57:26.000Z,1,17972041580145604,Essa exposição é linda. Adorei. Parabéns. Muito sucesso. ❤️,positive,"0,973418"
trancosoelaine,https://www.instagram.com/p/CoVJQsyLhMg/,2023-03-02T02:10:43.000Z,0,17955126671302704,Técnicas Artesanais,neutral,0
renata.monteiro.22,https://www.instagram.com/p/CpQ0tpKvwwo/,2023-03-02T09:12:53.000Z,1,17975079143095422,@marlenenogueira.turismo.rio estarei lá no sabado. @vaniaaniz,neutral,0
valeria_leao_70,https://www.instagram.com/p/CpQEkD0MXM7/,2023-03-02T10:58:20.000Z,0,17930651996531639,Que maravilha! 👏🏼👏🏼👏🏼😍,positive,"0,971461"
arte.sustentavel,https://www.instagram.com/p/CpQEkD0MXM7/,2023-03-02T14:08:45.000Z,0,17999491543640586,Poxaaaaaaa infelizmente não consegui 😢. Poderia ir apenas para observar?????? Gratidão 🙏🏾,negative,"-0,409491"
anacalocaatelie,https://www.instagram.com/p/CpQEkD0MXM7/,2023-03-02T16:46:32.000Z,0,18062457634344854,Queria muito!!! Como faço para me inscrever???,negative,"-0,819304"
gamasilvarita,https://www.instagram.com/p/CpSsSb5uiF5/,2023-03-02T16:51:51.000Z,1,17997620764677389,@a.camilacosta fiquei de olho nisso aqui!!!,positive,"0,587409"
gamasilvarita,https://www.instagram.com/p/CpSsSb5uiF5/,2023-03-02T16:52:50.000Z,0,18219304777205450,puxam,neutral,0
gamasilvarita,https://www.instagram.com/p/CpSsSb5uiF5/,2023-03-02T16:52:59.000Z,0,18051763636399022,"vagas esgotadas, certo?",neutral,0
aana_associacao_dos_artesaos_,https://www.instagram.com/p/CpSsSb5uiF5/,2023-03-02T16:59:49.000Z,0,18272281060187626,❤️❤️,positive,"0,993826"
anasobral.arte,https://www.instagram.com/p/CpSsSb5uiF5/,2023-03-02T17:54:24.000Z,0,17987032096881635,Olá🙌ainda tem vaga para as oficinas / 3 e 4 de março ?,neutral,0
a.camilacosta,https://www.instagram.com/p/CpSsSb5uiF5/,2023-03-02T19:47:24.000Z,1,18011702995555381,@gamasilvarita uau! Muito legal!! Mas está esgotado?,positive,"0,680092"
maridigomes,https://www.instagram.com/p/CpSsSb5uiF5/,2023-03-02T19:58:58.000Z,0,17985234838777819,tem chance de abrir mais vaguinhas? 😢,neutral,0
gamasilvarita,https://www.instagram.com/p/CpSsSb5uiF5/,2023-03-02T20:46:13.000Z,1,17856790349886155,"@a.camilacosta pois é.... acabei de ver 😢😢 mas tive outra idéia: ver a @ciapequod e o pluft, últimos dias❤️",positive,"0,896485"
a.camilacosta,https://www.instagram.com/p/CpSsSb5uiF5/,2023-03-02T20:47:12.000Z,1,17966495336210076,@gamasilvarita ah a gente assistiu antes do Carnaval :) é lindo de viver!!,positive,"0,982841"
ceciliatear,https://www.instagram.com/p/CpSsSb5uiF5/,2023-03-03T01:36:00.000Z,0,17904882074716746,Vai abrir mais vagas para Tecer na Fibra?,neutral,0
artenocipo,https://www.instagram.com/p/CpSsSb5uiF5/,2023-03-03T11:04:15.000Z,0,17992654321793897,Sou artesão trabalho com fibras artenocipó,positive,"0,519371"
mariepotterbrazil,https://www.instagram.com/p/CpU8leduOkx/,2023-03-03T13:35:11.000Z,0,18284255029100097,"Belíssima exposição. Adorei!  Apresentação lindíssima, parabens!",positive,"0,967854"
patriciaavillela,https://www.instagram.com/p/CpU8leduOkx/,2023-03-03T16:18:50.000Z,0,18031947181455176,"Amei!! Expo maravilhosa, Parabéns!!!
Qual e quando começa a proxima??",positive,"0,992438"
apa_cruz,https://www.instagram.com/p/CpViKU-OGFZ/,2023-03-03T18:23:15.000Z,0,17958639959457840,👏👏👏👏,positive,"0,962238"
renata.monteiro.22,https://www.instagram.com/p/CpViKU-OGFZ/,2023-03-03T18:24:20.000Z,0,17995755796703967,👏👏👏 nada como o reconhecimento,positive,"0,774997"
bemonnerat,https://www.instagram.com/p/CpViKU-OGFZ/,2023-03-03T18:25:04.000Z,0,18000935320588869,"Uau!!!! Parabéns, @crabsebrae 👏👏 mais que merecido!! Ao infinito e além ❤️❤️❤️",positive,"0,977442"
brunapelegrino1,https://www.instagram.com/p/CpViKU-OGFZ/,2023-03-03T18:28:43.000Z,0,17977565414021920,❤️ Pensa num orgulho! ❤️,positive,"0,9791"
carlamonnerat,https://www.instagram.com/p/CpViKU-OGFZ/,2023-03-03T18:29:42.000Z,0,17946967274541234,Deu CRAB no NY Times!!!! E com recomendação explícita !!!! Só faltou desenhar para o planeta saber que é sim no CRAB que o artesanato brasileiro ganha expressão que merece!!! E ser vitrine pro mundo que fala né?! Muito orgulho dessa equipe @crabsebrae que faz um trabalho f…… 🙌 muito feliz por isso!! 👏👏👏👏,positive,"0,748951"
coneicaosalomao,https://www.instagram.com/p/CpViKU-OGFZ/,2023-03-03T18:35:37.000Z,1,17847368336943828,"Amo visitar o CRAB...Moro perto e visito toda vez que tem exposição: carinho dos atendentes, agua fresquinha, cafe marailhoso no 2°. andar com biblioteca, seguranças...espero que não acabe...Parabens CRAB!",positive,"0,952418"
limadeoliveira,https://www.instagram.com/p/CpViKU-OGFZ/,2023-03-03T18:46:42.000Z,0,17957870120386494,Naturalmente,positive,"0,465072"
apfonte,https://www.instagram.com/p/CpViKU-OGFZ/,2023-03-03T18:47:28.000Z,0,17950191995546450,❤️❤️❤️,positive,"0,997158"
mribeiro.rj2009,https://www.instagram.com/p/CpViKU-OGFZ/,2023-03-03T18:49:50.000Z,0,18002865778619955,Simplesmente adoro!! Amanhã estarei aí!!!,positive,"0,919003"
